text,label,sentiment,clean_text,token_count
Asia Stocks Open Mixed as Trade Details Awaited: Markets Wrap,2,Neutral,Asia Stocks Open Mixed as Trade Details Awaited: Markets Wrap,10
Asian shares mixed amid caution on US-China trade talks,2,Neutral,Asian shares mixed amid caution on US-China trade talks,9
"-Asian stocks ⬆ with U.S. equity futures
-Yen and Treasuries dip
-Hong Kong stocks outperform
-Trump says he's “ver… https://t.co/oZq2YWS6wW",2,Neutral,-Asian stocks with U.S. equity futures -Yen and Treasuries dip -Hong Kong stocks outperform -Trump says he's ver,18
"-Asian stocks see modest gains
-Treasury yields dip
-U.S. dollar holds an overnight decline
-Oil slips after OPEC f… https://t.co/gZWtn7mjQK",2,Neutral,-Asian stocks see modest gains -Treasury yields dip -U.S. dollar holds an overnight decline -Oil slips after OPEC f,19
Asian Stocks Set to Open Mixed After Trade Deal: Markets Wrap,2,Neutral,Asian Stocks Set to Open Mixed After Trade Deal: Markets Wrap,11
At the open (11/25/2019),2,Neutral,At the open (11/25/2019),4
At the open (2/10/2020),2,Neutral,At the open (2/10/2020),4
At the open (2/6/2020),2,Neutral,At the open (2/6/2020),4
At the open (2/7/2020),2,Neutral,At the open (2/7/2020),4
Averages end flat,2,Neutral,Averages end flat,3
Before the Open https://t.co/1rqW1xDqPE,2,Neutral,Before the Open,3
Bloomberg's Bill Maloney watches S&P 500 technicals as markets digest a slew of trade headlines… https://t.co/EqORZgVQbw,2,Neutral,Bloomberg's Bill Maloney watches S&P 500 technicals as markets digest a slew of trade headlines,15
Can The Record Highs In U.S. Stocks Last?,2,Neutral,Can The Record Highs In U.S. Stocks Last?,8
"CEE MARKETS-Currencies weaker, stocks grind higher amid U.S.-China trade hope",2,Neutral,"CEE MARKETS-Currencies weaker, stocks grind higher amid U.S.-China trade hope",10
"China market opens, Iowa caucuses, Alphabet earnings: 3 things to watch for on Monday https://t.co/nZDp3smBbK",2,Neutral,"China market opens, Iowa caucuses, Alphabet earnings: 3 things to watch for on Monday",14
"Consumer Next Shoe To Drop As Wall Street Ignores Data ""Decelerating Hard"" https://t.co/yMxGcUbAt5",2,Neutral,"Consumer Next Shoe To Drop As Wall Street Ignores Data ""Decelerating Hard""",12
"Coronavirus update: China toll skyrockets, but markets calm amid government cash infusion",2,Neutral,"Coronavirus update: China toll skyrockets, but markets calm amid government cash infusion",12
DASAN Zhone : Risk parameters change on Derivatives Market during Holidays on foreign exchanges #DASANZhone #Stock… https://t.co/uFkBLnPo3s,2,Neutral,DASAN Zhone : Risk parameters change on Derivatives Market during Holidays on foreign exchanges DASANZhone Stock,16
"Dow futures up 5 points, or less than 0.1%; S&P 500 down 2 points, or 0.1%",2,Neutral,"Dow futures up 5 points, or less than 0.1%; S&P 500 down 2 points, or 0.1%",16
Dow Jones News: Microsoft Reveals Next Xbox; Apple Avoids Tariffs,2,Neutral,Dow Jones News: Microsoft Reveals Next Xbox; Apple Avoids Tariffs,10
Dow Jones Today: A Trade-Induced Hangover,2,Neutral,Dow Jones Today: A Trade-Induced Hangover,6
"Dow Tags 28k, Dumps In Catch-Down To Bonds, Gold https://t.co/eOvBhIcH7B",2,Neutral,"Dow Tags 28k, Dumps In Catch-Down To Bonds, Gold",9
Europe has the longest trading hours among major stock markets—some two hours longer than the U.S. https://t.co/OtvJdYEqoR,2,Neutral,Europe has the longest trading hours among major stock marketssome two hours longer than the U.S.,16
General Announcement::AIMS APAC REIT secures 12-year Master Lease with its largest tenant ... #SingaporeExchange… https://t.co/SEvz80TbIN,2,Neutral,General Announcement::AIMS APAC REIT secures 12-year Master Lease with its largest tenant ... SingaporeExchange,14
"General Announcement::Announcement by Associated Company, First Sponsor Group Limited #CityDevelopments #Stock… https://t.co/M0Z9Zi6VI6",2,Neutral,"General Announcement::Announcement by Associated Company, First Sponsor Group Limited CityDevelopments Stock",11
General Announcement::ENTRY INTO A SUPPLEMENTAL DEED IN RELATION TO DC1 #SingaporeExchange #Stock #MarketScreener… https://t.co/FbOamR7PDT,2,Neutral,General Announcement::ENTRY INTO A SUPPLEMENTAL DEED IN RELATION TO DC1 SingaporeExchange Stock MarketScreener,13
General Announcement::Immediate Report - updated rating report (Midroog) #SingaporeExchange #Stock #MarketScreener… https://t.co/fAUcb1cjQV,2,Neutral,General Announcement::Immediate Report - updated rating report (Midroog) SingaporeExchange Stock MarketScreener,11
General Announcement::LOAN FACILITY OBTAINED BY KEPPEL PACIFIC OAK US REIT #SingaporeExchange #Stock… https://t.co/MGjSiYEQK6,2,Neutral,General Announcement::LOAN FACILITY OBTAINED BY KEPPEL PACIFIC OAK US REIT SingaporeExchange Stock,12
General Announcement::Melco Resorts Finance Announces Proposed Senior Notes Offering #SingaporeExchange #Stock… https://t.co/8tIoYSk4oM,2,Neutral,General Announcement::Melco Resorts Finance Announces Proposed Senior Notes Offering SingaporeExchange Stock,11
General Announcement::Monthly Valuation of Assets and Utilisation of Cash #SingaporeExchange #Stock #MarketScreener… https://t.co/ceKi3BXPZ4,2,Neutral,General Announcement::Monthly Valuation of Assets and Utilisation of Cash SingaporeExchange Stock MarketScreener,12
General Announcement::Sasseur REIT will be included in FTSE EPRA Nareit Global Emerging In... #SingaporeExchange… https://t.co/hYBpfL3Wkw,2,Neutral,General Announcement::Sasseur REIT will be included in FTSE EPRA Nareit Global Emerging In... SingaporeExchange,14
"General Announcement::SIIC Environment to Build 3,800 tonnes per day Waste Treatment Proje... #SIIC #Stock… https://t.co/OzKMWezAnp",2,Neutral,"General Announcement::SIIC Environment to Build 3,800 tonnes per day Waste Treatment Proje... SIIC Stock",14
GLOBAL MARKETS-Asian shares mixed as wait goes on for elusive U.S.-China trade deal,2,Neutral,GLOBAL MARKETS-Asian shares mixed as wait goes on for elusive U.S.-China trade deal,13
Global shares cautious ahead of US jobs data report,2,Neutral,Global shares cautious ahead of US jobs data report,9
Here's what happened to the stock market on Monday,2,Neutral,Here's what happened to the stock market on Monday,9
"India's NAFED tenders to purchase 100,000 tonnes corn",2,Neutral,"India's NAFED tenders to purchase 100,000 tonnes corn",8
Inflows with a capital I: The S&P 500 fund took in $11 billion in March https://t.co/kTk0dimVl4,2,Neutral,Inflows with a capital I: The S&P 500 fund took in $11 billion in March,15
"Japan Exchange : Feb. 10, 2020 OSE Deletion of Component Issues for the TSE Mothers Index ... #JapanExchange… https://t.co/9qNtBBch4v",2,Neutral,"Japan Exchange : Feb. 10, 2020 OSE Deletion of Component Issues for the TSE Mothers Index ... JapanExchange",18
Leveraged ETF Decays - Update. Get more updates here: https://t.co/WIdIm2w4Wv #business #finance #trading,2,Neutral,Leveraged ETF Decays - Update. Get more updates here: business finance trading,12
London Stock Exchange : ALLERGAN PLC #LondonStockExchange #Stock #MarketScreener https://t.co/TJKXaJyPaQ https://t.co/fbl4KXRy9F,2,Neutral,London Stock Exchange : ALLERGAN PLC LondonStockExchange Stock MarketScreener,9
London Stock Exchange : Cleansing Notice #LondonStockExchange #Stock #MarketScreener https://t.co/RHuUGxiLJs https://t.co/oSk2zYY3ns,2,Neutral,London Stock Exchange : Cleansing Notice LondonStockExchange Stock MarketScreener,9
London Stock Exchange : Disclosure Table #LondonStockExchange #Stock #MarketScreener https://t.co/lyWcd2pDeg https://t.co/636ZdNiJ9c,2,Neutral,London Stock Exchange : Disclosure Table LondonStockExchange Stock MarketScreener,9
London Stock Exchange : Early Redemption #LondonStockExchange #Stock #MarketScreener https://t.co/6cFHJ3Ev4H https://t.co/F4jHwOXNUq,2,Neutral,London Stock Exchange : Early Redemption LondonStockExchange Stock MarketScreener,9
London Stock Exchange : Form 8.3 -  #LondonStockExchange #Stock #MarketScreener https://t.co/T6RyzZ5NYM https://t.co/luERmBW1OG,2,Neutral,London Stock Exchange : Form 8.3 - LondonStockExchange Stock MarketScreener,10
London Stock Exchange : Form 8.3 - Replacement of ABBVIE INC. #LondonStockExchange #Stock #MarketScreener… https://t.co/dLdLyreVih,2,Neutral,London Stock Exchange : Form 8.3 - Replacement of ABBVIE INC. LondonStockExchange Stock MarketScreener,14
London Stock Exchange : Form 8.3 - Replacement of ALLERGAN PLC #LondonStockExchange #Stock #MarketScreener… https://t.co/uGV2vlER0j,2,Neutral,London Stock Exchange : Form 8.3 - Replacement of ALLERGAN PLC LondonStockExchange Stock MarketScreener,14
London Stock Exchange : Notice of Event of Default #LondonStockExchange #Stock #MarketScreener… https://t.co/V5w1I8JGGD,2,Neutral,London Stock Exchange : Notice of Event of Default LondonStockExchange Stock MarketScreener,12
London Stock Exchange : Notice of Redemption #LondonStockExchange #Stock #MarketScreener https://t.co/oSK7AsouUi https://t.co/4YLjbfyYuD,2,Neutral,London Stock Exchange : Notice of Redemption LondonStockExchange Stock MarketScreener,10
Market Is Conducive to Long Volatility Positions: JPMorgan,2,Neutral,Market Is Conducive to Long Volatility Positions: JPMorgan,8
Market Scales New High: Top-Ranked Growth ETFs to Buy,2,Neutral,Market Scales New High: Top-Ranked Growth ETFs to Buy,9
Markets are mixed on trade news 🔄https://t.co/tVyO8z8ZuD https://t.co/ZxJv5MUFvJ,2,Neutral,Markets are mixed on trade news,6
Mid-Day Market Update: Tallgrass Energy Jumps Following Acquisition News; Proteostasis Therapeutics Shares Plummet,2,Neutral,Mid-Day Market Update: Tallgrass Energy Jumps Following Acquisition News; Proteostasis Therapeutics Shares Plummet,13
Mid-Morning Market Update: Markets Edge Higher; Jabil Beats Q1 Expectations,2,Neutral,Mid-Morning Market Update: Markets Edge Higher; Jabil Beats Q1 Expectations,10
Mid-Morning Market Update: Markets Mixed; Adobe Earnings Beat Estimates,2,Neutral,Mid-Morning Market Update: Markets Mixed; Adobe Earnings Beat Estimates,9
"Mutual Fund Misfires of the Market - February 06, 2020",2,Neutral,"Mutual Fund Misfires of the Market - February 06, 2020",10
"Mutual Fund Misfires of the Market - February 07, 2020",2,Neutral,"Mutual Fund Misfires of the Market - February 07, 2020",10
"Mutual Fund Misfires of the Market - November 25, 2019",2,Neutral,"Mutual Fund Misfires of the Market - November 25, 2019",10
NASDAQ : Debtor distribution data - Nykredit Realkredit A/S #NASDAQ #Stock #MarketScreener https://t.co/SMj5BFtWla https://t.co/Hu7raCpRPc,2,Neutral,NASDAQ : Debtor distribution data - Nykredit Realkredit A/S NASDAQ Stock MarketScreener,12
NASDAQ : Oplysning om kommende ændring i Møns Banks ledelse. #NASDAQ #Stock #MarketScreener https://t.co/qlR9lUawdD https://t.co/AnDoa08djJ,2,Neutral,NASDAQ : Oplysning om kommende ndring i Mns Banks ledelse. NASDAQ Stock MarketScreener,13
"NASDAQ : Quarterly Statistical Bulletin Vol 8, No 2, June 2019 - Contents and Narratives #NASDAQ #Stock… https://t.co/g9bUP5eu2R",2,Neutral,"NASDAQ : Quarterly Statistical Bulletin Vol 8, No 2, June 2019 - Contents and Narratives NASDAQ Stock",17
Nasdaq Composite down 0.1%; S&P 500 virtually flat,2,Neutral,Nasdaq Composite down 0.1%; S&P 500 virtually flat,8
Nasdaq Private Market Sets New Annual Transaction Record in 2019 - StreetInsider.com,2,Neutral,Nasdaq Private Market Sets New Annual Transaction Record in 2019 - StreetInsider.com,12
"Netflix must add ad tier or lose millions of users, Needham says https://t.co/t5UrBmVB5Q via @business https://t.co/zyU9wT1Rhg",2,Neutral,"Netflix must add ad tier or lose millions of users, Needham says via <MENTION>",14
News Highlights : Top Global Markets News of the Day #NewsHighlights #economy #MarketScreener… https://t.co/gQINsmgO3f,2,Neutral,News Highlights : Top Global Markets News of the Day NewsHighlights economy MarketScreener,13
NYSE Closing Bell : @conmedcorporation (NYSE: $CNMD) celebrates their new listing and 50th Anniversary https://t.co/UALucXuNeH,2,Neutral,NYSE Closing Bell : <MENTION> (NYSE: <TICKER>) celebrates their new listing and 50th Anniversary,14
NYSE Closing Bell 🔔: Executives and guests of Greek American Issuer Day ring the bell https://t.co/hTmUsYaZrE,2,Neutral,NYSE Closing Bell : Executives and guests of Greek American Issuer Day ring the bell,15
NYSE Opening Bell : @Generac (NYSE: $GNRC) celebrates their 10th anniversary of listing https://t.co/Mnq8o5gzRd,2,Neutral,NYSE Opening Bell : <MENTION> (NYSE: <TICKER>) celebrates their 10th anniversary of listing,13
On the hour https://t.co/UjTgLR5wPY,2,Neutral,On the hour,3
Premarket London: EasyJet Profit in Line; Hammerson Fire Sale Continues,2,Neutral,Premarket London: EasyJet Profit in Line; Hammerson Fire Sale Continues,10
"S&P 500 earnings upside in 2020 will ‘primarily depend’ on U.S.-China trade deal, says JP Morgan https://t.co/CZBvuUZvJW",2,Neutral,"S&P 500 earnings upside in 2020 will primarily depend on U.S.-China trade deal, says JP Morgan",16
S&P 500 Vs. Commodity Markets: Relative Valuation. https://t.co/RoLVSOYei0 #markets #finance #trading,2,Neutral,S&P 500 Vs. Commodity Markets: Relative Valuation. markets finance trading,10
"S&P, Dow fall as Nasdaq inches up",2,Neutral,"S&P, Dow fall as Nasdaq inches up",7
"Shares gain, but doubts linger on U.S.-China deal, oil rises",2,Neutral,"Shares gain, but doubts linger on U.S.-China deal, oil rises",10
Some odd divergences in the past two weeks as most asset classes except stocks are reversing recent gains https://t.co/0XJwxOyhBA,2,Neutral,Some odd divergences in the past two weeks as most asset classes except stocks are reversing recent gains,18
"Stock market live updates: Dow down 180, coronavirus names fall, Uber best day ever",2,Neutral,"Stock market live updates: Dow down 180, coronavirus names fall, Uber best day ever",14
"Stock Market Live Updates: Stocks end little changed, lashed by Brexit and US-China trade - Yahoo Finance",2,Neutral,"Stock Market Live Updates: Stocks end little changed, lashed by Brexit and US-China trade - Yahoo Finance",17
"Stock market news: November 18, 2019",2,Neutral,"Stock market news: November 18, 2019",6
Stock Market News: Uber Hits the Gas; Pinterest Paints a Pretty Picture,2,Neutral,Stock Market News: Uber Hits the Gas; Pinterest Paints a Pretty Picture,12
"Stock Market Update: Asia closes mixed, Europe trades lower",2,Neutral,"Stock Market Update: Asia closes mixed, Europe trades lower",9
Stock Market Update: Averages Still Mixed,2,Neutral,Stock Market Update: Averages Still Mixed,6
Stock Market Update: Early Levels,2,Neutral,Stock Market Update: Early Levels,5
"Stock Market Update: Energy remains weak, while mega-cap tech remains strong",2,Neutral,"Stock Market Update: Energy remains weak, while mega-cap tech remains strong",11
Stock Market Update: Futures little changed amid news of a limited trade agreement,2,Neutral,Stock Market Update: Futures little changed amid news of a limited trade agreement,13
Stock Market Update: Futures Update,2,Neutral,Stock Market Update: Futures Update,5
"Stock Market Update: Retail stocks extend losses, health care sector gains",2,Neutral,"Stock Market Update: Retail stocks extend losses, health care sector gains",11
Stock Market Update: S&P 500 Playing For Second Place On Monday,2,Neutral,Stock Market Update: S&P 500 Playing For Second Place On Monday,11
Stock Market Update: S&P 500 returns to flat line,2,Neutral,Stock Market Update: S&P 500 returns to flat line,9
"Stock Market Update: Stock market closes little changed, retail space hit",2,Neutral,"Stock Market Update: Stock market closes little changed, retail space hit",11
"Stock Market Update: Stock market opens little changed, energy stocks remain weak",2,Neutral,"Stock Market Update: Stock market opens little changed, energy stocks remain weak",12
"Stock Market Update: Stock market slows down, jobs report beats expectations",2,Neutral,"Stock Market Update: Stock market slows down, jobs report beats expectations",11
"Stock Market Update: Stock market trades mixed; Home Depot, Kohl's weigh on retail space",2,Neutral,"Stock Market Update: Stock market trades mixed; Home Depot, Kohl's weigh on retail space",14
Stock Market Update: Stocks market trades flat to start the week,2,Neutral,Stock Market Update: Stocks market trades flat to start the week,11
Stock Market Update: Wall Street closes little changed after Phase One deal reached,2,Neutral,Stock Market Update: Wall Street closes little changed after Phase One deal reached,13
"Stock-index futures hold gains after retail sales, import prices data",2,Neutral,"Stock-index futures hold gains after retail sales, import prices data",10
Stocks eke out early gains but retail names drag,2,Neutral,Stocks eke out early gains but retail names drag,9
Stocks finish mixed as Nasdaq logs third consecutive all-time closing high,2,Neutral,Stocks finish mixed as Nasdaq logs third consecutive all-time closing high,11
"Stocks indexes edge higher for the day, lower for the week https://t.co/BRAUhY2mLn",2,Neutral,"Stocks indexes edge higher for the day, lower for the week",11
Stocks mixed amid conflicting trade reports,2,Neutral,Stocks mixed amid conflicting trade reports,6
Stocks mixed on choppy trading day https://t.co/UTpt8KyZzi by @heidi_chung https://t.co/FAsMkTHEbL,2,Neutral,Stocks mixed on choppy trading day by <MENTION>,8
Stocks on Wall Street ended Thursday's session little changed as investors avoided making risky bets amid a lack of… https://t.co/0l38qIDkoG,2,Neutral,Stocks on Wall Street ended Thursday's session little changed as investors avoided making risky bets amid a lack of,19
Stocks rose slightly on Friday but headed for their first weekly decline amid uncertainties around the U.S.-China t… https://t.co/sGXQfU6Okt,2,Neutral,Stocks rose slightly on Friday but headed for their first weekly decline amid uncertainties around the U.S.-China t,18
Stocks That Fell to 3-Year Lows in the Week of Dec. 13,2,Neutral,Stocks That Fell to 3-Year Lows in the Week of Dec. 13,12
Stocks were little changed at the close despite the news of impeachment articles being drafted and a looming deadli… https://t.co/3N0hpQ4I4b,2,Neutral,Stocks were little changed at the close despite the news of impeachment articles being drafted and a looming deadli,19
Sugar Traders Hold Tight: India’s Set to Roil Markets Again,2,Neutral,Sugar Traders Hold Tight: Indias Set to Roil Markets Again,10
"Tech Retakes Leadership Role With Chips And Cloud Names Moving Higher, I See A Pattern - Seeking Alpha",2,Neutral,"Tech Retakes Leadership Role With Chips And Cloud Names Moving Higher, I See A Pattern - Seeking Alpha",18
The index has served as a yardstick for Hong Kong’s rise and its rebounds from various crises https://t.co/VwB9brLhAp,2,Neutral,The index has served as a yardstick for Hong Kongs rise and its rebounds from various crises,17
The latest on U.S. markets https://t.co/Er61EMyHsj https://t.co/4Jzex6liAG,2,Neutral,The latest on U.S. markets,5
"The latest pre-open #analysis of #news, #data driving the #market https://t.co/2JWcYQceMg #PageOne $SPY $DIA $QQQ… https://t.co/X96M6stFge",2,Neutral,"The latest pre-open analysis of news, data driving the market PageOne <TICKER> <TICKER> <TICKER>",14
The Time for Canada’s Stock Market to Shine May Be in 2020,2,Neutral,The Time for Canadas Stock Market to Shine May Be in 2020,12
"The USA stock market is closed Friday April 10, 2020 in observance of Good Friday",2,Neutral,"The USA stock market is closed Friday April 10, 2020 in observance of Good Friday",15
This week's #economic data releases & forecasts https://t.co/nWoqf7UPiu #AdvIntlTradeInGoods #AdvRetailInventories… https://t.co/bqHJvUPTHE,2,Neutral,This week's economic data releases & forecasts AdvIntlTradeInGoods AdvRetailInventories,9
Trade momentum rose in September for the first time in four months https://t.co/dsCS1fltgF,2,Neutral,Trade momentum rose in September for the first time in four months,12
Trading in China ETFs Soars as Trump Upends Tariff Optimism,2,Neutral,Trading in China ETFs Soars as Trump Upends Tariff Optimism,10
Trading of Own Shares for Treasury Month: January 2020  #Stock #MarketScreener https://t.co/tW02ga4gHQ https://t.co/OjXKmfOETD,2,Neutral,Trading of Own Shares for Treasury Month: January 2020 Stock MarketScreener,11
"U.S. equities edged higher, while European and Asian stocks slipped, as investors sought to gauge the economic hit... https://t.co/GimDRAOMRy",2,Neutral,"U.S. equities edged higher, while European and Asian stocks slipped, as investors sought to gauge the economic hit...",18
U.S. stock futures hold modest gains after housing reports,2,Neutral,U.S. stock futures hold modest gains after housing reports,9
"U.S. stocks end higher Friday, but S&P 500 suffers weekly decline https://t.co/0BZLR3sOoF",2,Neutral,"U.S. stocks end higher Friday, but S&P 500 suffers weekly decline",11
"US indices are having the best year since 2013, but large cap active funds are poised to see the worst year since 2016: BofA",2,Neutral,"US indices are having the best year since 2013, but large cap active funds are poised to see the worst year since 2016: BofA",24
"Utilities 'the most underappreciated sector,' T. Rowe Price analyst says",2,Neutral,"Utilities 'the most underappreciated sector,' T. Rowe Price analyst says",10
"Wall Street ends near flat after U.S., China announce trade deal",2,Neutral,"Wall Street ends near flat after U.S., China announce trade deal",11
Wall Street firms release their 2020 S&P 500 targets,2,Neutral,Wall Street firms release their 2020 S&P 500 targets,9
Wall Street hovers near record levels; Boeing drags on Dow,2,Neutral,Wall Street hovers near record levels; Boeing drags on Dow,10
Wall Street rallies on Friday but multi-week win streak ends https://t.co/2AIh0UaKbX,2,Neutral,Wall Street rallies on Friday but multi-week win streak ends,10
"Week ahead: Black Friday, Federal Reserve’s Powell https://t.co/gGzgz0fEPi",2,Neutral,"Week ahead: Black Friday, Federal Reserves Powell",7
Weekly market update : The waiting game continues on trade #Weeklymarketupdate #marketscreener #MarketScreener… https://t.co/77sw5i2a8t,2,Neutral,Weekly market update : The waiting game continues on trade Weeklymarketupdate marketscreener MarketScreener,13
What Is The TED Spread Telling Investors About The Credit Market?,2,Neutral,What Is The TED Spread Telling Investors About The Credit Market?,11
"Voters in key 2020 election states are growing increasingly pessimistic about the economy, as the coronavirus crisi… https://t.co/5hJJPXZ9mB",0,Bearish,"Voters in key 2020 election states are growing increasingly pessimistic about the economy, as the coronavirus crisi",17
"""I accept this award on behalf of Ethiopians and Eritreans.""

Ethiopian Prime Minister Abiy Ahmed receives the… https://t.co/QQCGKVPtFq",2,Neutral,"""I accept this award on behalf of Ethiopians and Eritreans."" Ethiopian Prime Minister Abiy Ahmed receives the",17
"""It Was A Coup. Period"": Tulsi Gabbard Slams US 'Interference' In Bolivia https://t.co/3onatHQ80T",2,Neutral,"""It Was A Coup. Period"": Tulsi Gabbard Slams US 'Interference' In Bolivia",12
"""It's impossible to say, under any serious economic model, under which party's manifesto the economy would do bette… https://t.co/M2QJOYgqvL",2,Neutral,"""It's impossible to say, under any serious economic model, under which party's manifesto the economy would do bette",18
"""Tell your parents not to get their opinions on Facebook,"" @AOC says https://t.co/lohvEBe93n",2,Neutral,"""Tell your parents not to get their opinions on Facebook,"" <MENTION> says",12
"""I am happy with him, I really think he's caught up,"" Trump said of Fed Chair Jerome Powell at the White House… https://t.co/8jASKLBath",2,Neutral,"""I am happy with him, I really think he's caught up,"" Trump said of Fed Chair Jerome Powell at the White House",22
"""This Brexit failure was founded on lies and hypocrisy""

These 4 friends behind @ByDonkeys have crowdfunded hundred… https://t.co/vuJouFUSya",2,Neutral,"""This Brexit failure was founded on lies and hypocrisy"" These 4 friends behind <MENTION> have crowdfunded hundred",17
"""We are close. Great progress has been made."" Larry Kudlow, Director of the National Economic Council, discusses wh… https://t.co/NlRafz2liK",2,Neutral,"""We are close. Great progress has been made."" Larry Kudlow, Director of the National Economic Council, discusses wh",18
"""We were a target"" Here's what some Ukrainians had to say about their country being in the spotlight during the U.… https://t.co/HTQYS1OCnS",2,Neutral,"""We were a target"" Here's what some Ukrainians had to say about their country being in the spotlight during the U.",21
.@realDonaldTrump has repeatedly touted his friendship with China's President Xi. @JimCramer says @BernieSanders wo… https://t.co/ixnYugXsRX,2,Neutral,.<MENTION> has repeatedly touted his friendship with China's President Xi. <MENTION> says <MENTION> wo,14
"‘Chill Is Real,’ Trudeau Envoy to China Says of Huawei Feud",2,Neutral,"Chill Is Real, Trudeau Envoy to China Says of Huawei Feud",11
‘Unicorns and rainbows!’ Kellyanne Conway shrugs off Bloomberg’s candidacy https://t.co/iKDhlGygzZ,2,Neutral,Unicorns and rainbows! Kellyanne Conway shrugs off Bloombergs candidacy,9
"“It was a great opportunity to say thank you to the president.”

Australia’s PM Scott Morrison comments on his call… https://t.co/o1tPma45v6",2,Neutral,It was a great opportunity to say thank you to the president. Australias PM Scott Morrison comments on his call,20
“President Trump is facing a process which is unprecedented for its unfairness.” Sam Dewey,2,Neutral,President Trump is facing a process which is unprecedented for its unfairness. Sam Dewey,14
“The Democrats are getting hit and slammed on Impeachment. It is getting less and less popular by the day.” @kilmeade @foxandfriends,2,Neutral,The Democrats are getting hit and slammed on Impeachment. It is getting less and less popular by the day. <MENTION> <MENTION>,21
“The investigation isn’t going to end” https://t.co/HMbZzmpBQ0,2,Neutral,The investigation isnt going to end,6
“The support for Impeachment is not there. I think the Democrats will have to come up with a new game plan.” @jasoninthehouse @FoxNews,2,Neutral,The support for Impeachment is not there. I think the Democrats will have to come up with a new game plan. <MENTION> <MENTION>,23
"“The whole Russia thing was a Hoax, and the Ukraine thing is a Hoax, and the Democrats are a Joke. This is a disast… https://t.co/DaIU3HxznC",2,Neutral,"The whole Russia thing was a Hoax, and the Ukraine thing is a Hoax, and the Democrats are a Joke. This is a disast",24
'A lot of people feel defeated...Trump always wins. It seems like nothing can stop him.' Danny Villazon  @nytimes… https://t.co/qr7pY4rjma,2,Neutral,'A lot of people feel defeated...Trump always wins. It seems like nothing can stop him.' Danny Villazon <MENTION>,18
A new proposal in Congress is looking to resurrect an old tradition: mailing Social Security statements to your hom… https://t.co/Sx8wmqma1j,2,Neutral,A new proposal in Congress is looking to resurrect an old tradition: mailing Social Security statements to your hom,19
"After PM Johnson's big win, what's next for Brexit",2,Neutral,"After PM Johnson's big win, what's next for Brexit",9
"Alberto Fernández was sworn in as Argentina’s new president on Tuesday, marking a historic return to power for the… https://t.co/NDEKx0Wy2l",2,Neutral,"Alberto Fernndez was sworn in as Argentinas new president on Tuesday, marking a historic return to power for the",19
Alexandria Ocasio-Cortez says she plans to oppose House Speaker Nancy Pelosi's drug pricing bill https://t.co/JRz5PJzGU2,2,Neutral,Alexandria Ocasio-Cortez says she plans to oppose House Speaker Nancy Pelosi's drug pricing bill,14
Alpha Dog Putin Shows Meeker Side With Erdogan,2,Neutral,Alpha Dog Putin Shows Meeker Side With Erdogan,8
An open letter to President Trump 3 years after the election,2,Neutral,An open letter to President Trump 3 years after the election,11
"Angela Merkel's government announces a new ""limitless"" aid program for small companies as part of an effort to supp… https://t.co/pOUgvxI83v",2,Neutral,"Angela Merkel's government announces a new ""limitless"" aid program for small companies as part of an effort to supp",19
"As senators prepare to vote on whether to call witnesses like John Bolton, the New York Times has more details of t... https://t.co/PkbmI4tI8f",2,Neutral,"As senators prepare to vote on whether to call witnesses like John Bolton, the New York Times has more details of t...",22
"Astrology is cool again. So what will happen with Brexit, and who will win the 2020 US election? A prominent New Yo… https://t.co/Hqm5nw1d77",2,Neutral,"Astrology is cool again. So what will happen with Brexit, and who will win the 2020 US election? A prominent New Yo",22
"Azerbaijan's first snap parliamentary elections 'lacked genuine competition and choice,' international monitors say https://t.co/l4dHpIed1E",2,Neutral,"Azerbaijan's first snap parliamentary elections 'lacked genuine competition and choice,' international monitors say",13
Azeri Snap Elections Condemned by Monitors for Vote 'Violations',2,Neutral,Azeri Snap Elections Condemned by Monitors for Vote 'Violations',9
Barron’s on MarketWatch: How Elizabeth Warren is a value investor’s friend,2,Neutral,Barrons on MarketWatch: How Elizabeth Warren is a value investors friend,11
"Bernie Sanders and Pete Buttigieg are asking for a partial retabulation of Iowa caucus results, citing 'widespread… https://t.co/z6BFj6ecyn",2,Neutral,"Bernie Sanders and Pete Buttigieg are asking for a partial retabulation of Iowa caucus results, citing 'widespread",17
Bernie Sanders Builds Big Primary Machine to Win Prized California,2,Neutral,Bernie Sanders Builds Big Primary Machine to Win Prized California,10
"Bernie Sanders continues to challenge Joe Biden for the lead spot among Democratic voters nationally, according to... https://t.co/oG49GKDPSc",2,Neutral,"Bernie Sanders continues to challenge Joe Biden for the lead spot among Democratic voters nationally, according to...",17
Bernie Sanders has unveiled a plan to expand broadband internet access as part of a push to boost the economy and r… https://t.co/ioo9NksE4f,2,Neutral,Bernie Sanders has unveiled a plan to expand broadband internet access as part of a push to boost the economy and r,22
Betsy DeVos: This Memo Will Better Protect Student Loan Borrowers,2,Neutral,Betsy DeVos: This Memo Will Better Protect Student Loan Borrowers,10
Biden Adviser Raises Questions About Iowa Caucus Over App  Problems,2,Neutral,Biden AdviserRaises Questions About Iowa CaucusOver AppProblems,7
Biden Campaign Says It Will Push Ahead Regardless of New Hampshire Results,2,Neutral,Biden Campaign Says It Will Push Ahead Regardless of New Hampshire Results,12
